,aid,Authors,Title,Pub_year,Concept_mod,Graphical,Robust,Response
1039,1109,Martin et al.,"Measuring effectiveness, efficiency and equity in an experimental Payments for Ecosystem Services trial",2014,1,0,0,Non-graphical
458,474,"Maryudi, A.; Devkota, R. R.; Schusser, C.; Yufanyi, C.; Salla, M.; Aurenhammer, H.; Rotchanaphatharawit, R.; Krott, M.",Back to basics: Considerations in evaluating the outcomes of community forestry,2012,1,0,0,Non-graphical
461,477,"Matta, J. R.; Alavalapati, J. R. R.",Perceptions of collective action and its success in community based natural resource management: An empirical analysis,2006,1,0,0,Non-graphical
462,478,"Mbaiwa, J.","The effects of tourism development on the sustainable utilisation of natural resources in the Okavango delta, Botswana",2010,1,0,0,Non-graphical
463,479,"Mbaiwa, J. E.","Changes on traditional livelihood activities and lifestyles caused by tourism development in the Okavango Delta, Botswana",2011,1,0,0,Non-graphical
465,481,"Mbaiwa, J. E.; Ngwenya, B. N.; Kgathi, D. L.","Contending with unequal and privileged access to natural resources and land in the Okavango Delta, Botswana",2008,1,0,0,Non-graphical
466,482,"Mbaiwa, J. E.; Stronza, A. L.","The effects of tourism development on rural livelihoods in the Okavango Delta, Botswana",2010,1,0,0,Non-graphical
472,488,"McCall, M. K.; Minang, P. A.",Assessing participatory GIS for community-based natural resource management: claiming community forests in Cameroon,2005,1,0,0,Non-graphical
473,489,"McCarthy, N.; Dutilly-Diane, C.; Drabo, B.","Cooperation, collective action and natural resources management in Burkina Faso",2004,1,0,0,Non-graphical
483,499,"McDuff, M. D.",Building the capacity of grassroots conservation organizations to conduct participatory evaluation,2001,1,0,0,Non-graphical
488,504,"McKay, B.",Using community radio in Ghana to facilitate community participation in natural resource management,2009,1,0,0,Non-graphical
494,510,"Medina, G.; Pokorny, B.; Campbell, B. M.",Community forest management for timber extraction in the Amazon frontier,2009,1,0,0,Non-graphical
496,512,"Mehring, M.; Seeberg-Elverfeldt, C.; Koch, S.; Barkmann, J.; Schwarze, S.; Stoll-Kleemann, S.","Local institutions: Regulation and valuation of forest use-Evidence from Central Sulawesi, Indonesia",2011,1,0,0,Non-graphical
501,517,"Mendez, V. E.; Bacon, C. M.; Olson, M.; Morris, K. S.; Shattuck, A.",Agrobiodiversity and shade coffee smallholder livelihoods: A review and synthesis of ten years of research in Central America,2010,1,0,0,Non-graphical
514,530,"Misra, D.; Kant, S.","Production analysis of collaborative forest management using an example of joint forest management from Gujarat, India",2004,1,0,0,Non-graphical
517,533,"Mohammed, A. J.; Inoue, M.",Exploring decentralized forest management in Ethiopia using actor-power-accountability framework: Case study in West Shoa zone,2013,1,0,0,Non-graphical
519,535,"Mohammed, A. J.; Inoue, M.","Linking outputs and outcomes from devolved forest governance using a Modified Actor-Power-Accountability Framework (MAPAF): Case study from Chilimo forest, Ethiopia",2013,1,0,0,Non-graphical
870,933,"Mohammed, A. J.; Inoue, M.","Forest-dependent communities' livelihood in decentralized forest governance policy epoch: case study from West Shoa zone, Ethiopia",2013,1,0,0,Non-graphical
535,551,"Mulale, K.; Flora, C.",The creation of social capital through networks in Botswana's CBNRM,2006,1,0,0,Non-graphical
537,553,"Mullan, K.; Kontoleon, A.; Swanson, T. M.; Zhang, S.",Evaluation of the impact of the natural forest protection program on rural household livelihoods,2010,1,0,0,Non-graphical
538,554,"Mulyoutami, E.; Rismawan, R.; Joshi, L.","Local knowledge and management of simpuking (forest gardens) among the Dayak people in East Kalimantan, Indonesia",2009,1,0,0,Non-graphical
554,571,"Nath, T. K.; Inoue, M.","Forest-based settlement project and its impacts on community livelihood in the chittagong hill tracts, Bangladesh",2009,1,0,0,Non-graphical
555,572,"Nath, T. K.; Inoue, M.","Forest Villagers in Northeastern Hill Forests of Bangladesh: Examining Their Livelihoods, Livelihood Strategies and Forest Conservation Linkages",2013,1,0,0,Non-graphical
556,573,"Nath, T. K.; Inoue, M.",The upland settlement project of Bangladesh as a means of reducing land degradation and improving rural livelihoods,2008,1,0,0,Non-graphical
565,582,"Neupane, R. P.; Sharma, K. R.; Thapa, G. B.",Adoption of agroforestry in the hills of Nepal: A logistic regression analysis,2002,1,0,0,Non-graphical
568,585,"Nicholas, L. N.; Thapa, B.; Ko, Y. J.","RESIDENTS' PERSPECTIVES OF A WORLD HERITAGE SITE. The Pitons Management Area, St. Lucia",2009,1,0,0,Non-graphical
569,586,"Njifonjou, O.; Satia, B. P.; Angaman, K.",Fisheries co-management and poverty alleviation in the context of the sustainable livelihoods approach: A case study in the fishing communities of Aby lagoon in C_te d'Ivoire,2006,1,0,0,Non-graphical
573,590,"Nunan, F.",Empowerment and institutions: Managing fisheries in Uganda,2006,1,0,0,Non-graphical
575,592,"Nyaupane, G. P.; Poudel, S.","Linkages among biodiversity, livelihood, and tourism",2011,1,0,0,Non-graphical
576,593,"Oberholzer, S.; Saayman, M.; Saayman, A.; Slabbert, E.",The socio-economic impactof Africa's oldestmarine park,2010,1,0,0,Non-graphical
904,966,"Ostwald, M.; Baral, R.","Local forest protection, gender and caste - Dhani Hill, Orissa, India",2000,1,0,0,Non-graphical
596,613,"Pemunta, N. V.",The governance of nature as development and the erasure of the Pygmies of Cameroon,2013,1,0,0,Non-graphical
610,627,"Ramcilovic-Suominen, S.; Matero, J.; Shannon, M. A.",Do Forest Values Influence Compliance with Forestry Legislation? The Case of Farmers in the Fringes of Forest Reserves in Ghana,2013,1,0,0,Non-graphical
618,635,"Reddy, V. R.; Reddy, M. G.; Galab, S.; Soussan, J.; Springate-Baginski, O.",Participatory watershed development in India: Can it sustain rural livelihoods?,2004,1,0,0,Non-graphical
917,980,"Reimer, J. K.; Walter, P.",How do you know it when you see it? Community-based ecotourism in the Cardamom Mountains of southwestern Cambodia,2013,1,0,0,Non-graphical
621,638,"Rishi, P.",Joint forest management in India: An attitudinal analysis of stakeholders,2007,1,0,0,Non-graphical
629,646,"Roy Dr, A. K. D.; Gow, J.","Attitudes towards current and alternative management of the Sundarbans Mangrove Forest, Bangladesh to achieve sustainability",2013,1,0,0,Non-graphical
631,648,"Roy, A. K. D.; Alam, K.; Gow, J.",Sustainability through an alternative property-rights regime for Bangladesh's mangrove forest,2013,1,0,0,Non-graphical
636,653,"Sarkar, S.; Montoya, M.",Beyond parks and reserves: The ethics and politics of conservation with a case study from Peru_,2011,1,0,0,Non-graphical
639,656,"Sarker, D.; Das, N.",Social capital and joint forest management programme: A comparative study of female-headed and joint Forest Protection Committees in west Bengal,2004,1,0,0,Non-graphical
938,1000,"Schreckenberg, K.  and Luttrell, C.",Participatory forest management: a route to poverty reduction?,2009,1,0,0,Non-graphical
648,665,"Shahbaz, B.; Ali, T.; Awais, M.",Perceived impact of participation in forest management on natural and social capitals in mansehra district of Pakistan,2012,1,0,0,Non-graphical
657,674,"Sims, L.; Sinclair, A. J.",Learning through participatory resource management programs: Case studies from Costa Rica,2008,1,0,0,Non-graphical
663,680,"Snyman, S.","Household spending patterns and flow of ecotourism income into communities around Liwonde National Park, Malawi",2013,1,0,0,Non-graphical
954,1016,"Stem, C. J.; Lassoie, J. P.; Lee, D. R.; Deshler, D. D.; Schelhas, J. W.",Community participation in ecotourism benefits: The link to conservation practices and perspectives,2003,1,0,0,Non-graphical
687,704,"Thakadu, O. T.",Success factors in community based natural resources management in northern Botswana: Lessons from practice,2005,1,0,0,Non-graphical
692,710,"Ting, Z.; Shivakoti, G. P.; Haiyun, C.; Maddox, D.",A survey-based evaluation of community-based co-management of forest resources: a case study of Baishuijiang National Natural Reserve in China,2012,1,0,0,Non-graphical
1018,1081,"Tomicevic, J.; Shannon, M.A.; Milovanovic, M.",Socio-economic impacs on the attitudes towards conservation of natural resources: Case study from Serbia,2010,1,0,0,Non-graphical
1021,1084,"Toner, A.",Exploring sustainable livelihoods approaches in relation to two intereventions in Tanzania,2003,1,0,0,Non-graphical
697,715,"Tran, L.; Walter, P.","Ecotourism, gender and development in northern Vietnam",2014,1,0,0,Non-graphical
701,719,"Twyman, C.",Participatory conservation? Community-based natural resource management in Botswana,2000,1,0,0,Non-graphical
710,728,"Vodouhe, F. G.; Coulibaly, O.; Adegbidi, A.; Sinsin, B.",Community perception of biodiversity conservation within protected areas in Benin,2010,1,0,0,Non-graphical
977,1038,"Vyamana, V.G.",Participatory Forest Management in the Eastern Arc Mountains of Tanzania: who benefits?,2009,1,0,0,Non-graphical
723,741,"Westermann, O.; Ashby, J.; Pretty, J.",Gender and social capital: The importance of gender differences for the maturity and effectiveness of natural resource management groups,2005,1,0,0,Non-graphical
730,748,"Yami, M.; Mekuria, W.; Hauser, M.",The effectiveness of village bylaws in sustainable management of community-managed exclosures in Northern Ethiopia,2013,1,0,0,Non-graphical
740,758,"Zuka, S.",Myths and realities in community management of common pool resources in Malawi: social stratification as a negative side-effect of social capital,2013,1,0,0,Non-graphical
742,760,"Zulu, L.",Community forest management in Southern Malawi: Solution or part of the problem?,2008,1,0,0,Non-graphical
745,799,"Abbot, JIO and Mace, R.",Managing protected woodlands: fuelwood collection and law enforcement in Lake Malawi National Park,2001,0,0,0,None
1,1,"Abbott, J.; Campbell, L. M.; Hay, C. J.; NՎ_sje, T. F.; Ndumba, A.; Purvis, J.","Rivers as resources, rivers as borders: community and transboundary management of fisheries in the Upper Zambezi River floodplains",2007,0,0,0,None
3,3,"Adam, Y. O.; Pretzsch, J.; Pettenella, D.",Contribution of Non-Timber Forest Products livelihood strategies to rural development in drylands of Sudan: Potentials and failures,2013,0,0,0,None
2,2,"Adeyemo, A. O. S.; Ribbe, L.; Schuelter, S.",Lake Chad restoration: Communities attitude and expectations,2012,0,0,0,None
746,800,"Adhikari, B.; Williams, F.; Lovett, J. C.",Local benefits from community forests in the middle hills of Nepal,2007,0,0,0,None
748,802,"Adhikari, T.",Partnerships in conservation and development: Institutional linkages in the Equator Initiative Program cases,2007,0,0,0,None
4,4,"Agea, J. G.; Obua, J.; Fungo, B.",Efficacy of forestry conservation policy on rural livelihoods in Uganda: Evidence from Mabira forest reserve,2009,0,0,0,None
749,803,"Agrawal, A.","The Regulatory Community: Decentralization and the Environment in the Van Panchayats (Forest Councils) of Kumaon, India.",2001,0,0,0,None
750,804,"Agrawal, A.; Chhatre, A.",Explaining success on the commons: Community forest governance in the Indian Himalaya,2006,0,0,0,None
5,5,"Akyeampong, O. A.","Pro-poor tourism: Residents' expectations, experiences and perceptions in the Kakum National Park area of Ghana",2011,0,0,0,None
6,6,"Aladuwaka, S.; Momsen, J.","Sustainable development, water resources management and women's empowerment: The Wanaraniya water project in Sri Lanka",2010,0,0,0,None
751,805,"Albers, A.J.; Grinspoon, E.",A comparison of the enforcement of access restrictions between Xishuangbanna Nature Reserve (China) and Khao Yai National Park (Thailand),1997,0,0,0,None
7,7,"Aldon, M. E. T.; Fermin, A. C.; Agbayani, R. F.","Socio-cultural context of fishers' participation in coastal resources management in Anini-y, Antique in west central Philippines",2011,0,0,0,None
752,806,"Alexander, S.E.",Resident attitudes towards conservation and black howler monkeys in Belize: the Community Baboon Sanctuary,2000,0,0,0,None
744,762,"Ali, T.; Ahmad, M.; Shahbaz, B.; Suleri, A.",Impact of participatory forest management on financial assets of rural communities in Northwest Pakistan,2007,0,0,0,None
9,9,"Allendorf, T. D.; Allendorf, K.",Gender and Attitudes toward Protected Areas in Myanmar,2013,0,0,0,None
754,809,"Allendorf, T.; Swe, K.K.; Oo, T.; Htut, T.; Aung, M.; Aung, M.; Allendorf, K.; Hayek, L.; Leimgruber, P.; and Wemmer, C.",Community attitudes toward three protected areas in Upper Myanmar (Burma),2006,0,0,0,None
753,808,"Allendorf, T.D.; Smith, J.L.D.; Anderson, D.H.","ResidentsՎ perceptions of Royal Bardia National Park, Nepal",2007,0,0,0,None
755,810,"Almeyda, A.M.; Broadbent, E.N.; Wyman, M.S.; Durham, W.H.","Ecotourism impacts in the Nicoya Peninsula, Costa Rica",2010,0,0,0,None
10,10,"Amati, C.",We all voted for it: experiences of participation in community-based ecotourism from the foothills of Mt Kilimanjaro,2013,0,0,0,None
757,812,"Ambinakudige, S.","National parks, coffee and NTFPs: The livelihood capabilities of Adivasis in Kodagu, India",2011,0,0,0,None
11,11,"Ambrose-Oji, B.",The contribution of NTFPs to the livelihoods of the 'forest poor': Evidence from the tropical forest zone of south-west Cameroon,2003,0,0,0,None
12,12,"Ameha, A.; Nielsen, O. J.; Larsen, H. O.",Impacts of access and benefit sharing on livelihoods and forest: Case of participatory forest management in Ethiopia,2014,0,0,0,None
758,813,"Amoah, M.; Wiafe, E.D.",Livelihoods of fringe communities and the impacts on the management of conservation area: The case of Kakum National Park in Ghana,2012,0,0,0,None
13,13,"Anand, A.; Chandan, P.; Singh, R. B.",Homestays at Korzok: Supplementing Rural Livelihoods and Supporting Green Tourism in the Indian Himalayas,2012,0,0,0,None
1028,1091,Andam et al.,"Protected areas reduced poverty in Costa Ricaand Thailand",2010,0,0,0,None
14,14,"Ansong, M.; RՌskaft, E.","Determinants of attitudes of primary stakeholders towards forest conservation management: a case study of Subri Forest Reserve, Ghana",2011,0,0,0,None
